success ; initial_sync_agreement ; final_sync_agreement ; i_amail_sync_agreement ; f_amail_sync_agreement ;initial_diac_agreement_1 ; final_diac_agreement_1 ; e_count_1 ; g_count_1 ; l_ini_sync_1 ; i_cover_1 ; l_fin_sync_1 ; f_cover_1 ; initial_diac_agreement_2 ; final_diac_agreement_2 ; e_count_2 ; g_count_2 ; l_ini_sync_2 ; i_cover_2 ; l_fin_sync_2 ; f_cover_2 ; strategy ; domain ; threshold ; abui_t ; iterations ; nb_examples ; nb_concerned ; concerned_rt ; redundancy ; exch_ratio ; nb_overlap ; nb_hyponym ; nb_synonym ; nb_homonym ; i_total ; i_self ; i_overlap ; i_hypohyper ; i_syn ; i_hom ; i_blind ; i_un ; f_total ; f_self ; f_overlap ; f_hypohyper ; f_syn ; f_hom ; f_blind ; f_un ; i_total_1 ; i_self_1 ; i_overlap_1 ; i_hypohyper_1 ; i_syn_1 ; i_hom_1 ; i_blind_1 ; i_un_1 ; f_total_1 ; f_self_1 ; f_overlap_1 ; f_hypohyper_1 ; f_syn_1 ; f_hom_1 ; f_blind_1 ; f_un_1 ; i_total_2 ; i_self_2 ; i_overlap_2 ; i_hypohyper_2 ; i_syn_2 ; i_hom_2 ; i_blind_2 ; i_un_2 ; f_total_2 ; f_self_2 ; f_overlap_2 ; f_hypohyper_2 ; f_syn_2 ; f_hom_2 ; f_blind_2 ; f_un_2 ; initial concepts ; expected concepts ; observed concepts ; shared_ft 
1 ; 0.29591836734693877 ; 0.6938775510204082 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 2 ; 9 ; 0.2653061224489796 ; 0.9693877551020408 ; 0.7142857142857143 ; 0.6938775510204082 ; 1.0 ; 1.0 ; 0 ; 15 ; 0.32653061224489793 ; 0.9897959183673469 ; 0.6862745098039216 ; 0.6938775510204082 ; EXT ; NC ; 8 ; 0.75 ; 25 ; 100 ; 98 ; 0.98 ; 0 ; 0.02040816326530612 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 2 ; 7
1 ; 0.22448979591836735 ; 0.673469387755102 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 4 ; 12 ; 0.20408163265306123 ; 0.9591836734693877 ; 0.673469387755102 ; 0.673469387755102 ; 1.0 ; 1.0 ; 0 ; 15 ; 0.24489795918367346 ; 0.9387755102040817 ; 0.6226415094339622 ; 0.673469387755102 ; EXT ; NC ; 8 ; 0.75 ; 25 ; 100 ; 98 ; 0.98 ; 0 ; 0.04081632653061224 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 2 ; 7
1 ; 0.2653061224489796 ; 0.673469387755102 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 17 ; 0.2857142857142857 ; 0.9591836734693877 ; 0.673469387755102 ; 0.673469387755102 ; 1.0 ; 1.0 ; 0 ; 13 ; 0.24489795918367346 ; 0.9795918367346939 ; 0.673469387755102 ; 0.673469387755102 ; EXT ; NC ; 8 ; 0.75 ; 25 ; 100 ; 98 ; 0.98 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 2 ; 7
1 ; 0.3163265306122449 ; 0.6530612244897959 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 11 ; 0.30612244897959184 ; 0.9591836734693877 ; 0.6326530612244898 ; 0.6632653061224489 ; 1.0 ; 1.0 ; 0 ; 12 ; 0.32653061224489793 ; 0.9795918367346939 ; 0.673469387755102 ; 0.6632653061224489 ; EXT ; NC ; 8 ; 0.75 ; 25 ; 100 ; 98 ; 0.98 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 2 ; 7
1 ; 0.336734693877551 ; 0.9081632653061225 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 24 ; 0.3469387755102041 ; 0.9489795918367347 ; 0.8301886792452831 ; 0.9387755102040817 ; 1.0 ; 1.0 ; 4 ; 12 ; 0.32653061224489793 ; 0.9489795918367347 ; 1.0 ; 0.9387755102040817 ; EXT ; NC ; 8 ; 0.75 ; 25 ; 100 ; 98 ; 0.98 ; 0 ; 0.04081632653061224 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 7
1 ; 0.3333333333333333 ; 0.8787878787878788 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 27 ; 0.3333333333333333 ; 1.0 ; 0.8888888888888888 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 29 ; 0.3333333333333333 ; 1.0 ; 0.8686868686868687 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3181818181818182 ; 0.8686868686868687 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 22 ; 0.3333333333333333 ; 1.0 ; 0.9090909090909091 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 20 ; 0.30303030303030304 ; 1.0 ; 0.8282828282828283 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3181818181818182 ; 0.9393939393939394 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 27 ; 0.31313131313131315 ; 1.0 ; 0.9191919191919192 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 16 ; 0.32323232323232326 ; 1.0 ; 0.9595959595959596 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3333333333333333 ; 0.9343434343434344 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 22 ; 0.3333333333333333 ; 1.0 ; 0.9393939393939394 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 19 ; 0.3333333333333333 ; 1.0 ; 0.9292929292929293 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3333333333333333 ; 0.9393939393939394 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 30 ; 0.3333333333333333 ; 1.0 ; 0.9191919191919192 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 16 ; 0.3333333333333333 ; 1.0 ; 0.9595959595959596 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3333333333333333 ; 0.9545454545454546 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 11 ; 38 ; 0.3333333333333333 ; 1.0 ; 0.93 ; 0.9747474747474747 ; 1.0 ; 1.0 ; 1 ; 62 ; 0.3333333333333333 ; 1.0 ; 0.944954128440367 ; 0.9747474747474747 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.05555555555555555 ; 1 ; 2 ; 0 ; 0 ; 8 ; 1 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 4 ; 3 ; 10
1 ; 0.30808080808080807 ; 0.9595959595959596 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 2 ; 23 ; 0.30303030303030304 ; 1.0 ; 0.9607843137254902 ; 1.0 ; 1.0 ; 1.0 ; 3 ; 15 ; 0.31313131313131315 ; 1.0 ; 0.9603960396039604 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.025252525252525252 ; 1 ; 2 ; 0 ; 0 ; 8 ; 1 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3333333333333333 ; 0.9747474747474747 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 20 ; 0.3333333333333333 ; 0.9797979797979798 ; 0.970873786407767 ; 1.0 ; 1.0 ; 1.0 ; 4 ; 15 ; 0.3333333333333333 ; 1.0 ; 0.9797979797979798 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.020202020202020204 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3181818181818182 ; 0.9090909090909091 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 24 ; 0.3333333333333333 ; 1.0 ; 0.9595959595959596 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 36 ; 0.30303030303030304 ; 0.9696969696969697 ; 0.8585858585858586 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3181818181818182 ; 0.9191919191919192 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 29 ; 0.31313131313131315 ; 1.0 ; 0.9029126213592233 ; 1.0 ; 1.0 ; 1.0 ; 4 ; 15 ; 0.32323232323232326 ; 1.0 ; 0.9393939393939394 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.020202020202020204 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3333333333333333 ; 0.9797979797979798 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 11 ; 0.3333333333333333 ; 1.0 ; 0.9696969696969697 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 13 ; 0.3333333333333333 ; 1.0 ; 0.98989898989899 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.32323232323232326 ; 0.9292929292929293 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 36 ; 0.32323232323232326 ; 1.0 ; 0.9320388349514563 ; 0.9949494949494949 ; 1.0 ; 1.0 ; 4 ; 20 ; 0.32323232323232326 ; 1.0 ; 0.9292929292929293 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.020202020202020204 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3333333333333333 ; 0.9494949494949495 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 12 ; 0.3333333333333333 ; 1.0 ; 0.9393939393939394 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 27 ; 0.3333333333333333 ; 1.0 ; 0.9595959595959596 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3333333333333333 ; 0.9292929292929293 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 24 ; 0.3333333333333333 ; 1.0 ; 0.9292929292929293 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 24 ; 0.3333333333333333 ; 1.0 ; 0.9292929292929293 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3181818181818182 ; 0.9747474747474747 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 19 ; 0.31313131313131315 ; 1.0 ; 0.9696969696969697 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 18 ; 0.32323232323232326 ; 1.0 ; 0.9797979797979798 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3333333333333333 ; 0.6414141414141414 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 22 ; 0.3333333333333333 ; 1.0 ; 0.6504854368932039 ; 0.6666666666666666 ; 1.0 ; 1.0 ; 4 ; 15 ; 0.3333333333333333 ; 1.0 ; 0.6464646464646465 ; 0.6666666666666666 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.020202020202020204 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 2 ; 10
1 ; 0.3333333333333333 ; 0.9646464646464646 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 16 ; 0.3333333333333333 ; 1.0 ; 0.9797979797979798 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 20 ; 0.3333333333333333 ; 1.0 ; 0.9494949494949495 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.31313131313131315 ; 0.6666666666666666 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 18 ; 0.31313131313131315 ; 1.0 ; 0.6666666666666666 ; 0.6868686868686869 ; 1.0 ; 1.0 ; 0 ; 12 ; 0.31313131313131315 ; 1.0 ; 0.6666666666666666 ; 0.6868686868686869 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 2 ; 10
1 ; 0.3181818181818182 ; 0.9343434343434344 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 27 ; 0.3333333333333333 ; 1.0 ; 0.9595959595959596 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 26 ; 0.30303030303030304 ; 0.9595959595959596 ; 0.9090909090909091 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.32323232323232326 ; 0.8939393939393939 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 35 ; 0.32323232323232326 ; 1.0 ; 0.9090909090909091 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 29 ; 0.32323232323232326 ; 1.0 ; 0.8787878787878788 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
1 ; 0.3282828282828283 ; 0.9141414141414141 ; 0.0 ; 0.0 ; 1.0 ; 1.0 ; 0 ; 12 ; 0.3333333333333333 ; 1.0 ; 0.9494949494949495 ; 1.0 ; 1.0 ; 1.0 ; 0 ; 26 ; 0.32323232323232326 ; 1.0 ; 0.8787878787878788 ; 1.0 ; EXT ; NC ; 16 ; 0.75 ; 25 ; 200 ; 198 ; 0.99 ; 0 ; 0.0 ; 1 ; 2 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 7 ; 0 ; 1 ; 2 ; 0 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3 ; 3 ; 3 ; 10
