"success "," initial_sync_agreement "," final_sync_agreement "," i_amail_sync_agreement "," f_amail_sync_agreement ","initial_diac_agreement_1 "," final_diac_agreement_1 "," e_count_1 "," g_count_1 "," l_ini_sync_1 "," i_cover_1 "," l_fin_sync_1 "," f_cover_1 "," initial_diac_agreement_2 "," final_diac_agreement_2 "," e_count_2 "," g_count_2 "," l_ini_sync_2 "," i_cover_2 "," l_fin_sync_2 "," f_cover_2 "," strategy "," domain "," threshold "," abui_t "," iterations "," nb_examples "," nb_concerned "," concerned_rt "," redundancy "," exch_ratio "," nb_overlap "," nb_hyponym "," nb_synonym "," nb_homonym "," i_total "," i_self "," i_overlap "," i_hypohyper "," i_syn "," i_hom "," i_blind "," i_un "," f_total "," f_self "," f_overlap "," f_hypohyper "," f_syn "," f_hom "," f_blind "," f_un "," i_total_1 "," i_self_1 "," i_overlap_1 "," i_hypohyper_1 "," i_syn_1 "," i_hom_1 "," i_blind_1 "," i_un_1 "," f_total_1 "," f_self_1 "," f_overlap_1 "," f_hypohyper_1 "," f_syn_1 "," f_hom_1 "," f_blind_1 "," f_un_1 "," i_total_2 "," i_self_2 "," i_overlap_2 "," i_hypohyper_2 "," i_syn_2 "," i_hom_2 "," i_blind_2 "," i_un_2 "," f_total_2 "," f_self_2 "," f_overlap_2 "," f_hypohyper_2 "," f_syn_2 "," f_hom_2 "," f_blind_2 "," f_un_2 "," initial concepts "," expected concepts "," observed concepts "," ft_number "," m_sort_size "," sd_sort_size "," m_id_size "," sd_id_size "," m_gen_size "," sd_gen_size "," shared_ft "," dimensions",,
1," 0.3484848484848485 "," 0.8737373737373737 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",8,34," 0.36363636363636365 "," 0.9595959595959596 "," 0.9292929292929293 "," 0.9545454545454546 "," 1.0 "," 1.0 ",0,44," 0.3333333333333333 "," 1.0 "," 0.8130841121495327 "," 0.9848484848484849 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.04040404040404041 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.36363636363636365 "," 0.9191919191919192 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,16," 0.37373737373737376 "," 0.9949494949494949 "," 0.9292929292929293 "," 0.9949494949494949 "," 1.0 "," 1.0 ",0,19," 0.35353535353535354 "," 1.0 "," 0.9090909090909091 "," 0.9848484848484849 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3484848484848485 "," 0.8383838383838383 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",3,49," 0.36363636363636365 "," 0.9848484848484849 "," 0.8484848484848485 "," 0.9646464646464646 "," 1.0 "," 1.0 ",0,37," 0.3333333333333333 "," 0.9696969696969697 "," 0.8235294117647058 "," 0.9696969696969697 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.015151515151515152 ",1,2,0,0,8,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3434343434343434 "," 0.9393939393939394 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,25," 0.35353535353535354 "," 1.0 "," 0.9292929292929293 "," 1.0 "," 1.0 "," 1.0 ",0,15," 0.3333333333333333 "," 1.0 "," 0.9494949494949495 "," 1.0 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.30808080808080807 "," 0.8232323232323232 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",4,46," 0.29292929292929293 "," 0.98989898989899 "," 0.8383838383838383 "," 0.9848484848484849 "," 1.0 "," 1.0 ",0,46," 0.32323232323232326 "," 0.9848484848484849 "," 0.8058252427184466 "," 0.9848484848484849 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.020202020202020204 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.2474747474747475 "," 0.9343434343434344 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",4,84," 0.26262626262626265 "," 0.9595959595959596 "," 0.9051724137931034 "," 0.9595959595959596 "," 1.0 "," 1.0 ",17,52," 0.23232323232323232 "," 0.9747474747474747 "," 0.9611650485436893 "," 0.9595959595959596 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.10606060606060606 ",1,2,0,0,8,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,4,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3333333333333333 "," 0.8939393939393939 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",4,21," 0.3333333333333333 "," 0.9747474747474747 "," 0.9191919191919192 "," 0.9747474747474747 "," 1.0 "," 1.0 ",0,31," 0.3333333333333333 "," 1.0 "," 0.8640776699029126 "," 0.9949494949494949 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.020202020202020204 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3181818181818182 "," 0.8787878787878788 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,31," 0.32323232323232326 "," 1.0 "," 0.8543689320388349 "," 1.0 "," 1.0 "," 1.0 ",4,23," 0.31313131313131315 "," 0.98989898989899 "," 0.9090909090909091 "," 0.98989898989899 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.020202020202020204 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.2828282828282828 "," 0.6060606060606061 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,32," 0.24242424242424243 "," 0.9646464646464646 "," 0.6363636363636364 "," 0.6414141414141414 "," 1.0 "," 1.0 ",0,42," 0.32323232323232326 "," 0.9292929292929293 "," 0.5757575757575758 "," 0.6414141414141414 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,2,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3383838383838384 "," 0.8787878787878788 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,50," 0.35353535353535354 "," 0.9494949494949495 "," 0.8888888888888888 "," 0.9646464646464646 "," 1.0 "," 1.0 ",13,44," 0.32323232323232326 "," 0.9747474747474747 "," 0.8080808080808081 "," 0.9646464646464646 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.045454545454545456 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3484848484848485 "," 0.8939393939393939 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",4,62," 0.3434343434343434 "," 0.9747474747474747 "," 0.911504424778761 "," 0.9646464646464646 "," 1.0 "," 1.0 ",14,61," 0.35353535353535354 "," 0.9797979797979798 "," 0.8252427184466019 "," 0.9646464646464646 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.09090909090909091 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.29797979797979796 "," 0.8888888888888888 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,57," 0.32323232323232326 "," 1.0 "," 0.8230088495575221 "," 0.9595959595959596 "," 1.0 "," 1.0 ",14,34," 0.2727272727272727 "," 0.9595959595959596 "," 0.9696969696969697 "," 0.9595959595959596 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.0707070707070707 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.22727272727272727 "," 0.8636363636363636 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",8,53," 0.21212121212121213 "," 0.9595959595959596 "," 0.8938053097345132 "," 0.9545454545454546 "," 1.0 "," 1.0 ",14,61," 0.24242424242424243 "," 0.9696969696969697 "," 0.8504672897196262 "," 0.9292929292929293 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.1111111111111111 ",1,2,0,0,8,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,4,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.25757575757575757 "," 0.9090909090909091 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",7,45," 0.26262626262626265 "," 1.0 "," 0.8785046728971962 "," 0.98989898989899 "," 1.0 "," 1.0 ",8,65," 0.25252525252525254 "," 0.98989898989899 "," 0.9339622641509434 "," 0.98989898989899 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.07575757575757576 ",1,2,0,0,8,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,4,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.2676767676767677 "," 0.9292929292929293 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,53," 0.20202020202020202 "," 1.0 "," 0.9811320754716981 "," 0.9949494949494949 "," 1.0 "," 0.9866850321395776 ",7,49," 0.3333333333333333 "," 0.9797979797979798 "," 0.8787878787878788 "," 0.9949494949494949 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.03535353535353535 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3434343434343434 "," 0.8888888888888888 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,41," 0.3434343434343434 "," 1.0 "," 0.8653846153846154 "," 0.9949494949494949 "," 1.0 "," 1.0 ",5,60," 0.3434343434343434 "," 0.9797979797979798 "," 0.898989898989899 "," 0.9696969696969697 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.025252525252525252 ",1,2,0,0,8,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3383838383838384 "," 0.8535353535353535 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,40," 0.35353535353535354 "," 0.9848484848484849 "," 0.8484848484848485 "," 0.9848484848484849 "," 1.0 "," 1.0 ",0,38," 0.32323232323232326 "," 0.9848484848484849 "," 0.8585858585858586 "," 0.9646464646464646 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.36363636363636365 "," 0.8484848484848485 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",4,100," 0.3939393939393939 "," 0.9696969696969697 "," 0.8543689320388349 "," 0.9696969696969697 "," 1.0 "," 1.0 ",4,43," 0.3333333333333333 "," 0.9797979797979798 "," 0.8446601941747572 "," 0.9797979797979798 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.04040404040404041 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.30808080808080807 "," 0.9494949494949495 "," 0.0 "," 0.0 "," 1.0 "," 0.9865319865319865 ",6,46," 0.32323232323232326 "," 0.98989898989899 "," 0.9191919191919192 "," 0.9949494949494949 "," 1.0 "," 1.0 ",0,46," 0.29292929292929293 "," 1.0 "," 0.9809523809523809 "," 0.9949494949494949 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.030303030303030304 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.29292929292929293 "," 0.8181818181818182 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",13,52," 0.26262626262626265 "," 0.9949494949494949 "," 0.7431192660550459 "," 1.0 "," 1.0 "," 1.0 ",10,58," 0.32323232323232326 "," 0.9595959595959596 "," 0.8035714285714286 "," 1.0 "," EXT "," NC ",16," 0.75 ",25,200,198," 0.99 ",0," 0.11616161616161616 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,4,0,0,0,0,0,4,0,3,3,4,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.35 "," 0.87 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,41," 0.36 "," 0.9733333333333334 "," 0.8866666666666667 "," 0.9633333333333334 "," 1.0 "," 1.0 ",0,51," 0.34 "," 0.9866666666666667 "," 0.8533333333333334 "," 0.9866666666666667 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.31 "," 0.8833333333333333 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",7,94," 0.3 "," 0.9933333333333333 "," 0.8941176470588236 "," 0.99 "," 1.0 "," 0.9876302083333334 ",20,78," 0.32 "," 0.9966666666666667 "," 0.8535031847133758 "," 0.9766666666666667 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.09 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,7,0,0,0,0,0,7,0,3,3,4,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.3333333333333333 "," 0.9033333333333333 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,29," 0.32666666666666666 "," 1.0 "," 0.9133333333333333 "," 0.9833333333333333 "," 1.0 "," 1.0 ",0,22," 0.34 "," 1.0 "," 0.8933333333333333 "," 1.0 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.34 "," 0.8766666666666667 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",7,33," 0.34 "," 1.0 "," 0.8666666666666667 "," 0.9966666666666667 "," 1.0 "," 1.0 ",0,45," 0.34 "," 0.9833333333333333 "," 0.8853503184713376 "," 0.98 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.023333333333333334 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.33 "," 0.8733333333333333 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,83," 0.31333333333333335 "," 1.0 "," 0.8466257668711656 "," 0.9633333333333334 "," 1.0 "," 1.0 ",13,69," 0.3466666666666667 "," 0.9733333333333334 "," 0.9133333333333333 "," 0.9633333333333334 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.043333333333333335 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.31 "," 0.63 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",29,47," 0.30666666666666664 "," 1.0 "," 0.58 "," 0.6933333333333334 "," 1.0 "," 1.0 ",0,76," 0.31333333333333335 "," 0.9766666666666667 "," 0.6759776536312849 "," 0.6933333333333334 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.09666666666666666 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,5,0,0,0,0,0,5,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.32 "," 0.8666666666666667 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,38," 0.32 "," 0.98 "," 0.8933333333333333 "," 0.9833333333333333 "," 1.0 "," 1.0 ",0,21," 0.32 "," 1.0 "," 0.84 "," 0.99 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.33666666666666667 "," 0.9133333333333333 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,25," 0.32666666666666666 "," 0.9866666666666667 "," 0.9266666666666666 "," 0.97 "," 1.0 "," 1.0 ",0,25," 0.3466666666666667 "," 0.9966666666666667 "," 0.9 "," 0.99 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.33666666666666667 "," 0.9133333333333333 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",5,32," 0.3466666666666667 "," 0.9966666666666667 "," 0.9133333333333333 "," 0.9733333333333334 "," 1.0 "," 1.0 ",0,31," 0.32666666666666666 "," 1.0 "," 0.9096774193548387 "," 0.9966666666666667 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.016666666666666666 ",1,2,0,0,8,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.28 "," 0.84 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,31," 0.2733333333333333 "," 0.99 "," 0.8533333333333334 "," 0.9833333333333333 "," 1.0 "," 1.0 ",0,32," 0.2866666666666667 "," 1.0 "," 0.8266666666666667 "," 0.98 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.2866666666666667 "," 0.9033333333333333 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,57," 0.2733333333333333 "," 0.9833333333333333 "," 0.8950617283950617 "," 0.9666666666666667 "," 1.0 "," 1.0 ",12,52," 0.3 "," 1.0 "," 0.8666666666666667 "," 0.9666666666666667 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.04 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.27666666666666667 "," 0.9133333333333333 "," 0.0 "," 0.0 "," 1.0 "," 0.9956578376031263 ",25,87," 0.2733333333333333 "," 0.99 "," 0.9096385542168675 "," 0.96 "," 1.0 "," 1.0 ",16,85," 0.28 "," 0.9966666666666667 "," 0.867816091954023 "," 0.96 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.13333333333333333 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,7,0,0,0,0,0,7,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.30333333333333334 "," 0.9066666666666666 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,46," 0.31333333333333335 "," 0.9866666666666667 "," 0.9 "," 0.99 "," 1.0 "," 1.0 ",0,41," 0.29333333333333333 "," 0.9766666666666667 "," 0.9133333333333333 "," 0.9666666666666667 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
1," 0.30333333333333334 "," 0.8766666666666667 "," 0.0 "," 0.0 "," 1.0 "," 1.0 ",0,33," 0.2866666666666667 "," 0.9933333333333333 "," 0.8666666666666667 "," 0.98 "," 1.0 "," 1.0 ",0,22," 0.32 "," 0.9966666666666667 "," 0.8866666666666667 "," 0.9866666666666667 "," EXT "," NC ",25," 0.75 ",25,300,300," 1.0 ",0," 0.0 ",1,2,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12," 4.0 "," 1.0 "," 2.0 "," 1.0 "," 2.0 "," 1.0 ",1," [[2]"," [2]"," [1]]"
